image_path,crop,disease,caption,temperature,humidity,rainfall,source_csv,image_full_path
Apple_healthy(243).JPG,Apple,healthy,a leaf is a leaf is a leaf under natural light.,21.0,55.0,47.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(243).JPG
Apple_healthy(244).JPG,Apple,healthy,a leaf of a tree showing slight discoloration.,21.0,68.0,26.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(244).JPG
Apple_healthy(245).JPG,Apple,healthy,a leaf is a leaf is a leaf with visible spots.,22.0,65.0,35.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(245).JPG
Apple_healthy(246).JPG,Apple,healthy,a leaf is a leaf showing slight discoloration.,25.0,64.0,38.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(246).JPG
Apple_healthy(247).JPG,Apple,healthy,a leaf of a plant with healthy green texture.,23.0,59.0,49.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(247).JPG
Apple_healthy(248).JPG,Apple,healthy,a leaf of a plant with healthy green texture.,20.0,65.0,40.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(248).JPG
Apple_healthy(249).JPG,Apple,healthy,a leaf is a leaf is a leaf is a leaf is a leaf is a leaf is showing slight discoloration.,23.0,52.0,31.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(249).JPG
Apple_healthy(250).JPG,Apple,healthy,a leaf is a leaf is a leaf with visible spots.,23.0,55.0,30.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(250).JPG
Apple_healthy(251).JPG,Apple,healthy,a leaf of a tree with healthy green texture.,20.0,51.0,44.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(251).JPG
Apple_healthy(252).JPG,Apple,healthy,a leaf of a spruce tree with healthy green texture.,23.0,63.0,43.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(252).JPG
Apple_healthy(253).JPG,Apple,healthy,a leaf is a leaf is a leaf with healthy green texture.,20.0,54.0,31.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(253).JPG
Apple_healthy(254).JPG,Apple,healthy,a leaf is a leaf that is a leaf that is a leaf that is a leaf that is under natural light.,23.0,53.0,46.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(254).JPG
Apple_healthy(255).JPG,Apple,healthy,a leaf is a leaf that is a leaf that is a leaf that is a leaf that is showing slight discoloration.,20.0,61.0,48.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(255).JPG
Apple_healthy(256).JPG,Apple,healthy,"a leaf is a leaf, a leaf is a leaf, a leaf is a leaf, with healthy green texture.",25.0,69.0,44.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(256).JPG
Apple_healthy(257).JPG,Apple,healthy,a leaf is a leaf is a leaf is a leaf is a leaf is a leaf is with visible spots.,21.0,58.0,25.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(257).JPG
Apple_healthy(258).JPG,Apple,healthy,a leaf of a tree showing early symptoms.,20.0,63.0,38.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(258).JPG
Apple_healthy(259).JPG,Apple,healthy,a leaf is a leafy plant with a leafy stem with healthy green texture.,25.0,66.0,46.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(259).JPG
Apple_healthy(260).JPG,Apple,healthy,"a leaf is a leaf, a leaf is a leaf, a leaf is a leaf, with healthy green texture.",24.0,66.0,28.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(260).JPG
Apple_healthy(261).JPG,Apple,healthy,a leaf of a tree with healthy green texture.,24.0,60.0,43.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(261).JPG
Apple_healthy(262).JPG,Apple,healthy,a leaf is a leaf showing slight discoloration.,22.0,60.0,33.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(262).JPG
Apple_healthy(263).JPG,Apple,healthy,a leaf of a tree with visible spots.,20.0,64.0,39.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(263).JPG
Apple_healthy(264).JPG,Apple,healthy,a leaf is a leaf that is a leaf that is a leaf that is a leaf that is showing slight discoloration.,20.0,59.0,42.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(264).JPG
Apple_healthy(265).JPG,Apple,healthy,a leaf with a few striations showing slight discoloration.,22.0,60.0,42.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(265).JPG
Apple_healthy(266).JPG,Apple,healthy,a leaf is a leaf during daylight.,21.0,61.0,29.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(266).JPG
Apple_healthy(267).JPG,Apple,healthy,a leaf of a tree showing slight discoloration.,25.0,67.0,47.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(267).JPG
Apple_healthy(268).JPG,Apple,healthy,"a leaf is a leaf, a leaf is a leaf, a leaf is a leaf, with visible spots.",25.0,50.0,36.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(268).JPG
Apple_healthy(269).JPG,Apple,healthy,a leaf is a leaf that is a leaf that is a leaf that is a leaf that is showing slight discoloration.,24.0,54.0,49.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(269).JPG
Apple_healthy(270).JPG,Apple,healthy,a leaf is a leaf is a leaf showing slight discoloration.,23.0,67.0,38.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(270).JPG
Apple_healthy(271).JPG,Apple,healthy,a leaf is a leaf is a leaf during daylight.,20.0,59.0,49.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(271).JPG
Apple_healthy(272).JPG,Apple,healthy,a leaf is a leaf showing slight discoloration.,21.0,65.0,45.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(272).JPG
Apple_healthy(273).JPG,Apple,healthy,a leaf is a leaf showing slight discoloration.,25.0,55.0,30.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(273).JPG
Apple_healthy(274).JPG,Apple,healthy,a leaf is laying on a table with visible spots.,22.0,53.0,40.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(274).JPG
Apple_healthy(275).JPG,Apple,healthy,a leaf is a leaf under natural light.,25.0,57.0,41.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(275).JPG
Apple_healthy(276).JPG,Apple,healthy,a leaf with a scab on it showing slight discoloration.,20.0,53.0,47.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(276).JPG
Apple_healthy(277).JPG,Apple,healthy,a leaf is a leaf is a leaf showing slight discoloration.,20.0,65.0,42.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(277).JPG
Apple_healthy(278).JPG,Apple,healthy,a leaf of a plant showing early symptoms.,24.0,67.0,47.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(278).JPG
Apple_healthy(279).JPG,Apple,healthy,a leaf of a tree showing early symptoms.,23.0,54.0,30.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(279).JPG
Apple_healthy(280).JPG,Apple,healthy,a leaf is a leaf is a leaf with healthy green texture.,24.0,59.0,37.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(280).JPG
Apple_healthy(281).JPG,Apple,healthy,a leaf is a leaf is a leaf during daylight.,21.0,70.0,37.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(281).JPG
Apple_healthy(282).JPG,Apple,healthy,a leaf of a tree during daylight.,25.0,69.0,33.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(282).JPG
Apple_healthy(283).JPG,Apple,healthy,"a leaf is a leaf, a leaf is a leaf, a leaf is a leaf, showing slight discoloration.",22.0,64.0,48.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(283).JPG
Apple_healthy(284).JPG,Apple,healthy,a leaf is a leaf that is a leaf that is a leaf that is a leaf that is under natural light.,23.0,64.0,50.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(284).JPG
Apple_healthy(285).JPG,Apple,healthy,a leaf is a leaf is a leaf showing early symptoms.,25.0,58.0,39.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(285).JPG
Apple_healthy(286).JPG,Apple,healthy,a leaf is a leaf during daylight.,24.0,52.0,43.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(286).JPG
Apple_healthy(287).JPG,Apple,healthy,a leaf with a few leaves showing early symptoms.,23.0,64.0,30.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(287).JPG
Apple_healthy(288).JPG,Apple,healthy,a leaf is a leaf that is a leaf that is a leaf that is a leaf that is during daylight.,23.0,61.0,27.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(288).JPG
Apple_healthy(289).JPG,Apple,healthy,a leaf is a leaf under natural light.,21.0,68.0,36.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(289).JPG
Apple_healthy(290).JPG,Apple,healthy,a leaf is a leaf showing early symptoms.,25.0,50.0,49.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(290).JPG
Apple_healthy(291).JPG,Apple,healthy,a leaf is a leaf under natural light.,25.0,51.0,35.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(291).JPG
Apple_healthy(292).JPG,Apple,healthy,"a leaf is a leaf, a leaf is a leaf, a leaf is a leaf, showing early symptoms.",21.0,57.0,42.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(292).JPG
Apple_healthy(293).JPG,Apple,healthy,a leaf with a swollen stem showing slight discoloration.,22.0,56.0,43.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(293).JPG
Apple_healthy(294).JPG,Apple,healthy,a leaf of a plant with healthy green texture.,21.0,70.0,43.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(294).JPG
Apple_healthy(295).JPG,Apple,healthy,a leaf is a leaf is a leaf with healthy green texture.,21.0,70.0,26.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(295).JPG
Apple_healthy(296).JPG,Apple,healthy,a leaf is a leaf showing slight discoloration.,24.0,68.0,41.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(296).JPG
Apple_healthy(297).JPG,Apple,healthy,a leaf is a leaf showing early symptoms.,23.0,63.0,36.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(297).JPG
Apple_healthy(298).JPG,Apple,healthy,a leaf is a leaf showing slight discoloration.,25.0,69.0,46.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(298).JPG
Apple_healthy(299).JPG,Apple,healthy,"a leaf is a leaf, a leaf is a leaf, a leaf is a leaf, with healthy green texture.",23.0,70.0,45.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(299).JPG
Apple_healthy(300).JPG,Apple,healthy,a leaf is a leaf that is a leaf that is a leaf that is a leaf that is showing early symptoms.,20.0,61.0,30.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(300).JPG
Apple_healthy(301).JPG,Apple,healthy,a leaf is a leaf that is a leaf that is a leaf that is a leaf that is with healthy green texture.,21.0,55.0,30.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(301).JPG
Apple_healthy(302).JPG,Apple,healthy,"a leaf is a leaf, a leaf is a leaf, a leaf is a leaf, during daylight.",24.0,63.0,42.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(302).JPG
Apple_healthy(303).JPG,Apple,healthy,a leaf of a tree showing early symptoms.,21.0,66.0,27.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(303).JPG
Apple_healthy(304).JPG,Apple,healthy,a leaf of a tree during daylight.,22.0,67.0,27.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(304).JPG
Apple_healthy(305).JPG,Apple,healthy,a leaf with a swollen stem during daylight.,23.0,68.0,36.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(305).JPG
Apple_healthy(306).JPG,Apple,healthy,a leaf of a tree with visible spots.,25.0,52.0,42.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(306).JPG
Apple_healthy(307).JPG,Apple,healthy,a leaf is a leaf during daylight.,20.0,52.0,43.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(307).JPG
Apple_healthy(308).JPG,Apple,healthy,a leaf is a leaf that is a leaf that is a leaf that is a leaf that is under natural light.,20.0,61.0,49.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(308).JPG
Apple_healthy(309).JPG,Apple,healthy,a leaf of a plant under natural light.,22.0,69.0,27.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(309).JPG
Apple_healthy(310).JPG,Apple,healthy,"a leaf is a leaf, a leaf is a leaf, a leaf is a leaf, with healthy green texture.",20.0,57.0,39.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(310).JPG
Apple_healthy(311).JPG,Apple,healthy,a leaf is a leaf that is a leaf that is a leaf that is a leaf that is with visible spots.,25.0,58.0,31.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(311).JPG
Apple_healthy(312).JPG,Apple,healthy,a leaf with a scab on it showing slight discoloration.,21.0,54.0,34.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(312).JPG
Apple_healthy(313).JPG,Apple,healthy,a leaf on a leaf with healthy green texture.,22.0,69.0,46.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(313).JPG
Apple_healthy(314).JPG,Apple,healthy,a leaf is a leaf with visible spots.,25.0,58.0,38.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(314).JPG
Apple_healthy(315).JPG,Apple,healthy,a leaf of a tree with healthy green texture.,20.0,61.0,30.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(315).JPG
Apple_healthy(316).JPG,Apple,healthy,a leaf is a leaf showing early symptoms.,20.0,66.0,36.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(316).JPG
Apple_healthy(317).JPG,Apple,healthy,"a leaf is a leaf, a leaf is a leaf, a leaf is a leaf, under natural light.",25.0,66.0,37.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(317).JPG
Apple_healthy(318).JPG,Apple,healthy,a leaf of a tree showing slight discoloration.,25.0,60.0,26.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(318).JPG
Apple_healthy(319).JPG,Apple,healthy,"a leaf is a leaf, a leaf is a leaf, a leaf is a leaf, with healthy green texture.",23.0,65.0,41.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(319).JPG
Apple_healthy(320).JPG,Apple,healthy,a leaf is a leaf is a leaf during daylight.,22.0,67.0,36.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(320).JPG
Apple_healthy(321).JPG,Apple,healthy,a leaf is laying on a table with visible spots.,21.0,50.0,36.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(321).JPG
Apple_healthy(322).JPG,Apple,healthy,a leaf of a tree with healthy green texture.,25.0,59.0,28.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(322).JPG
Apple_healthy(323).JPG,Apple,healthy,a leaf is a leaf is a leaf showing early symptoms.,20.0,61.0,46.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(323).JPG
Apple_healthy(324).JPG,Apple,healthy,a leaf is shown in the image with healthy green texture.,23.0,56.0,42.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(324).JPG
Apple_healthy(325).JPG,Apple,healthy,"a leaf is a leaf, a leaf is a leaf, a leaf is a leaf, under natural light.",20.0,58.0,43.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(325).JPG
Apple_healthy(326).JPG,Apple,healthy,a leaf is a leaf that is a leaf that is a leaf that is a leaf that is with visible spots.,22.0,61.0,47.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(326).JPG
Apple_healthy(327).JPG,Apple,healthy,a leaf of a tree showing early symptoms.,22.0,57.0,47.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(327).JPG
Apple_healthy(328).JPG,Apple,healthy,a leaf is a leaf is a leaf under natural light.,25.0,68.0,36.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(328).JPG
Apple_healthy(329).JPG,Apple,healthy,a leaf with a few striations under natural light.,24.0,56.0,36.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(329).JPG
Apple_healthy(330).JPG,Apple,healthy,a leaf with a scab on the underside during daylight.,25.0,54.0,27.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(330).JPG
Apple_healthy(331).JPG,Apple,healthy,a leaf is a leaf showing early symptoms.,20.0,60.0,47.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(331).JPG
Apple_healthy(332).JPG,Apple,healthy,a leaf is a leaf under natural light.,20.0,53.0,29.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(332).JPG
Apple_healthy(333).JPG,Apple,healthy,a leaf of a tree showing slight discoloration.,24.0,50.0,39.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(333).JPG
Apple_healthy(334).JPG,Apple,healthy,a leaf of a plant showing slight discoloration.,23.0,54.0,28.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(334).JPG
Apple_healthy(335).JPG,Apple,healthy,a leaf is a leaf with visible spots.,20.0,66.0,25.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(335).JPG
Apple_healthy(336).JPG,Apple,healthy,a leaf of a plant during daylight.,24.0,68.0,45.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(336).JPG
Apple_healthy(337).JPG,Apple,healthy,a leaf of a plant under natural light.,21.0,53.0,38.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(337).JPG
Apple_healthy(338).JPG,Apple,healthy,a leaf is a leaf that is a leaf that is a leaf that is a leaf that is under natural light.,25.0,66.0,32.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(338).JPG
Apple_healthy(339).JPG,Apple,healthy,a leaf of a plant with healthy green texture.,24.0,68.0,45.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(339).JPG
Apple_healthy(340).JPG,Apple,healthy,a leaf is laying on a table with healthy green texture.,25.0,61.0,29.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(340).JPG
Apple_healthy(341).JPG,Apple,healthy,a leaf is a leaf that is a leaf that is a leaf that is a leaf that is with healthy green texture.,20.0,52.0,45.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(341).JPG
Apple_healthy(342).JPG,Apple,healthy,"a leaf is a leaf, a leaf is a leaf, a leaf is a leaf, showing slight discoloration.",20.0,67.0,37.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(342).JPG
Apple_healthy(343).JPG,Apple,healthy,a leaf with a few leaves on it with healthy green texture.,20.0,70.0,28.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(343).JPG
Apple_healthy(344).JPG,Apple,healthy,a leaf is a leaf under natural light.,24.0,59.0,25.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(344).JPG
Apple_healthy(345).JPG,Apple,healthy,a leaf of a tree with healthy green texture.,20.0,63.0,30.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(345).JPG
Apple_healthy(346).JPG,Apple,healthy,a leaf is a leaf is a leaf showing early symptoms.,25.0,69.0,47.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(346).JPG
Apple_healthy(347).JPG,Apple,healthy,a leaf of a tree with healthy green texture.,24.0,51.0,39.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(347).JPG
Apple_healthy(348).JPG,Apple,healthy,a leaf is a leaf is a leaf showing slight discoloration.,22.0,69.0,27.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(348).JPG
Apple_healthy(349).JPG,Apple,healthy,a leaf is a leaf showing slight discoloration.,25.0,70.0,26.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(349).JPG
Apple_healthy(350).JPG,Apple,healthy,a leaf is a leaf showing slight discoloration.,25.0,61.0,32.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(350).JPG
Apple_healthy(351).JPG,Apple,healthy,a leaf is a leaf that is a leaf that is a leaf that is a leaf that is with healthy green texture.,21.0,56.0,32.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(351).JPG
Apple_healthy(352).JPG,Apple,healthy,a leaf is a leaf is a leaf is a leaf is a leaf is a leaf is with healthy green texture.,23.0,56.0,43.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(352).JPG
Apple_healthy(353).JPG,Apple,healthy,a leaf is a leaf that is a leaf that is a leaf that is a leaf that is during daylight.,25.0,55.0,48.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(353).JPG
Apple_healthy(354).JPG,Apple,healthy,a leaf of a plant showing early symptoms.,20.0,63.0,31.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(354).JPG
Apple_healthy(355).JPG,Apple,healthy,a leaf of a tree with visible spots.,23.0,68.0,30.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(355).JPG
Apple_healthy(356).JPG,Apple,healthy,"a leaf is a leaf, a leaf is a leaf, a leaf is a leaf, with healthy green texture.",20.0,68.0,28.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(356).JPG
Apple_healthy(357).JPG,Apple,healthy,a leaf is a leaf is a leaf is a leaf is a leaf is a leaf is showing early symptoms.,23.0,65.0,46.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(357).JPG
Apple_healthy(358).JPG,Apple,healthy,"a leaf is a leaf, a leaf is a leaf, a leaf is a leaf, with visible spots.",25.0,63.0,35.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(358).JPG
Apple_healthy(359).JPG,Apple,healthy,a leaf of a tree with visible spots.,23.0,69.0,29.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(359).JPG
Apple_healthy(360).JPG,Apple,healthy,a leaf is a leaf is a leaf with visible spots.,22.0,68.0,34.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(360).JPG
Apple_healthy(361).JPG,Apple,healthy,a leaf is a leaf that is a leaf that is a leaf that is a leaf that is showing early symptoms.,21.0,56.0,37.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(361).JPG
Apple_healthy(362).JPG,Apple,healthy,a leaf of a plant under natural light.,22.0,63.0,38.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(362).JPG
Apple_healthy(363).JPG,Apple,healthy,a leaf of a tree under natural light.,25.0,61.0,26.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(363).JPG
Apple_healthy(364).JPG,Apple,healthy,a leaf is a leaf that is a leaf that is a leaf that is a leaf that is with healthy green texture.,20.0,59.0,32.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(364).JPG
Apple_healthy(365).JPG,Apple,healthy,a leaf is a leaf under natural light.,23.0,61.0,37.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(365).JPG
Apple_healthy(366).JPG,Apple,healthy,a leaf is a leaf that is a leaf that is a leaf that is a leaf that is showing slight discoloration.,24.0,66.0,50.0,Apple___healthy.csv,/content/drive/MyDrive/Crop-Dataset/Apple___healthy/Apple_healthy(366).JPG
